Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1993","1993","7021","Annual value","LCU","18000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","LCU","16000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","LCU","14000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","LCU","2000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","LCU","48000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","LCU","50000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","LCU","72000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","LCU","72000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","LCU","40000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","LCU","50000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","LCU","48000","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","LCU","50100","","Official data"
"PP","Producer Prices","2","Afghanistan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","LCU","52200","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1993","1993","7021","Annual value","SLC","18000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","SLC","16000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","SLC","14000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","SLC","2000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","SLC","48000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","SLC","50000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","SLC","72000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","SLC","72000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","SLC","40000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","SLC","50000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","SLC","48000","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","SLC","50100","","Official data"
"PP","Producer Prices","2","Afghanistan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","SLC","52200","","Official data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1991","1991","7021","Annual value","","20.48","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1992","1992","7021","Annual value","","20.48","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1993","1993","7021","Annual value","","20.48","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","","18.21","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","","15.93","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","","2.28","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","","54.62","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","","56.9","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","","81.93","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","","81.93","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","","45.52","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","","56.9","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","","54.62","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","","57.01","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","","59.4","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","","59.72","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","","70.09","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","","67.98","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","","72.16","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","","100.43","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","","111.16","Fc","Calculated data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","LCU","270829","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","LCU","229163","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","LCU","212496.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","LCU","229163","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","LCU","239579.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","LCU","245829.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","LCU","227079.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","LCU","227079.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","LCU","216663.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","LCU","254162.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","LCU","254162.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","LCU","249996","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","LCU","249996","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7001","January","LCU","222916.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7002","February","LCU","222916.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7003","March","LCU","222916.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7004","April","LCU","235000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7005","May","LCU","235000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7006","June","LCU","235000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7007","July","LCU","229166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7008","August","LCU","229166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7009","September","LCU","229166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7010","October","LCU","229166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7011","November","LCU","229166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7012","December","LCU","229166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","LCU","234287.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7001","January","LCU","233954.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7002","February","LCU","233954.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7003","March","LCU","233954.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7004","April","LCU","222288.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7005","May","LCU","222288.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7006","June","LCU","222288.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7007","July","LCU","237100.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7008","August","LCU","237100.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7009","September","LCU","237100.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7010","October","LCU","248954.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7011","November","LCU","248954.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7012","December","LCU","248954.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2012","2012","7021","Annual value","LCU","234287.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2012","2012","7001","January","LCU","270829","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7021","Annual value","LCU","208330","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7001","January","LCU","208330","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7002","February","LCU","208330","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7003","March","LCU","208330","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7004","April","LCU","208330","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7005","May","LCU","208330","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7006","June","LCU","208330","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7007","July","LCU","187497","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7008","August","LCU","187497","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7009","September","LCU","187497","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7010","October","LCU","229163","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7011","November","LCU","229163","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7012","December","LCU","229163","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7021","Annual value","LCU","331597.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7001","January","LCU","375000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7002","February","LCU","333333.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7003","March","LCU","312500","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7004","April","LCU","270833.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7005","May","LCU","270833.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7006","June","LCU","291666.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7007","July","LCU","312500","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7008","August","LCU","312500","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7009","September","LCU","354166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7010","October","LCU","395833.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7011","November","LCU","395833.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7012","December","LCU","354166.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7021","Annual value","LCU","385655.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7001","January","LCU","389243.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7002","February","LCU","389285.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7003","March","LCU","389222.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7004","April","LCU","377431.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7005","May","LCU","377389.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7006","June","LCU","377452.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7007","July","LCU","388535.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7008","August","LCU","388952.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7009","September","LCU","388327.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7010","October","LCU","389889.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7011","November","LCU","389993.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7012","December","LCU","389785.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","LCU","365779.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7001","January","LCU","374007.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7002","February","LCU","371513.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7003","March","LCU","363003.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7004","April","LCU","378885.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7005","May","LCU","371236.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7006","June","LCU","371236.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7007","July","LCU","336263.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7008","August","LCU","344035.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7009","September","LCU","351501.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7010","October","LCU","369684.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7011","November","LCU","383946.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7012","December","LCU","425838.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","LCU","370161.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7001","January","LCU","419456.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7002","February","LCU","377248.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7003","March","LCU","364294.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7004","April","LCU","379712.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7005","May","LCU","365883.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7006","June","LCU","360747.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7007","July","LCU","345459.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7008","August","LCU","327405","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7009","September","LCU","360542.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7010","October","LCU","364867.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7011","November","LCU","381262.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7012","December","LCU","395060.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","LCU","362678","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7001","January","LCU","386387.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7002","February","LCU","369047.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7003","March","LCU","357476.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7004","April","LCU","339027.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7005","May","LCU","341532.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7006","June","LCU","337529.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7007","July","LCU","340979.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7008","August","LCU","349347.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7009","September","LCU","374663.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7010","October","LCU","374663.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7011","November","LCU","400965","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2018","2018","7012","December","LCU","425598.8","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","SLC","270829","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","SLC","229163","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","SLC","212496.6","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","SLC","229163","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","SLC","239579.5","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","SLC","245829.4","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","SLC","227079.7","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","SLC","227079.7","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","SLC","216663.2","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","SLC","254162.6","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","SLC","254162.6","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","SLC","249996","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","SLC","249996","","Official data"
