Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","","93.06","Fc","Calculated data"
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2012","2012","7021","Annual value","","99.02","Fc","Calculated data"
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2013","2013","7021","Annual value","","102.06","Fc","Calculated data"
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2014","2014","7021","Annual value","","100.2","Fc","Calculated data"
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2015","2015","7021","Annual value","","99.11","Fc","Calculated data"
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","","100.7","Fc","Calculated data"
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","","103.29","Fc","Calculated data"
"PP","Producer Prices","11","Austria","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","","106.65","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","LCU","52000","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","LCU","5583333.3","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","LCU","5581100","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","LCU","4331600","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","LCU","3581900","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","LCU","3165400","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","LCU","2915500","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","LCU","3248700","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","LCU","3415300","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","LCU","3082100","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","LCU","3415300","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","LCU","3915100","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","LCU","883.3","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","LCU","1183","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","LCU","1583","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","LCU","1833","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","LCU","1833","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","LCU","1197","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2012","2012","7021","Annual value","LCU","1168","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7021","Annual value","LCU","1079","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7021","Annual value","LCU","1129","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2015","2015","7021","Annual value","LCU","1163","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","LCU","1415","","Official data"
"PP","Producer Prices","52","Azerbaijan","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","LCU","1400","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","SLC","10.4","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","SLC","1116.7","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","SLC","1116.2","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","SLC","866.3","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","SLC","716.4","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","SLC","633.1","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","SLC","583.1","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","SLC","649.7","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","SLC","683.1","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","SLC","616.4","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","SLC","683.1","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","SLC","783","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","SLC","883.3","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","SLC","1183","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","SLC","1583","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","SLC","1833","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","SLC","1833","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","SLC","1197","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2012","2012","7021","Annual value","SLC","1168","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2013","2013","7021","Annual value","SLC","1079","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2014","2014","7021","Annual value","SLC","1129","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2015","2015","7021","Annual value","SLC","1163","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","SLC","1415","","Official data"
"PP","Producer Prices","52","Azerbaijan","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","SLC","1400","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","USD","95.1","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","USD","1612.3","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","USD","1297.5","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","USD","1086.9","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","USD","925.8","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","USD","768.3","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","USD","651.6","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","USD","697.7","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","USD","702.6","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","USD","627.6","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","USD","695.1","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","USD","828.2","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","USD","988.6","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","USD","1378.6","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","USD","1926.7","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","USD","2280.5","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","USD","2283.7","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","USD","1515.8","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2012","2012","7021","Annual value","USD","1486.7","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2013","2013","7021","Annual value","USD","1375.3","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2014","2014","7021","Annual value","USD","1439.4","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2015","2015","7021","Annual value","USD","1135.1","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","USD","886.7","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","USD","813.4","","Official data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","","0.84","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","","90.37","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","","90.33","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","","70.11","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","","57.98","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","","51.23","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","","47.19","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","","52.58","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","","55.28","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","","49.89","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","","55.28","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","","63.37","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","","71.48","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","","95.74","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","","128.11","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","","148.34","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","","148.34","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","","96.87","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2012","2012","7021","Annual value","","94.52","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2013","2013","7021","Annual value","","87.32","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2014","2014","7021","Annual value","","91.37","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2015","2015","7021","Annual value","","94.12","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","","114.51","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","","113.3","Fc","Calculated data"
"PP","Producer Prices","52","Azerbaijan","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","","115.83","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1991","1991","7021","Annual value","LCU","40000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1992","1992","7021","Annual value","LCU","40000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1993","1993","7021","Annual value","LCU","41000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","LCU","41000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","LCU","43000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","LCU","43000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","LCU","45000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","LCU","45000","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","LCU","45000","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","LCU","44697","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","LCU","45152","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","LCU","43030","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7001","January","LCU","124782.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7002","February","LCU","129782.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7003","March","LCU","123695.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7004","April","LCU","122173.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7005","May","LCU","123695.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7006","June","LCU","118695.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7007","July","LCU","124347.8","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7008","August","LCU","123260.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7009","September","LCU","129130.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7010","October","LCU","133695.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7011","November","LCU","128260.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2010","2010","7012","December","LCU","122173.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","LCU","146304.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7001","January","LCU","125217.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7001","January","LCU","186739.1","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7002","February","LCU","183043.5","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7003","March","LCU","181521.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7004","April","LCU","176304.3","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7005","May","LCU","175869.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7006","June","LCU","165652.2","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7007","July","LCU","179347.8","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7008","August","LCU","184565.2","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7009","September","LCU","144130.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7010","October","LCU","181956.5","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7011","November","LCU","177173.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2013","2013","7012","December","LCU","186521.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2014","2014","7001","January","LCU","182826.1","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1991","1991","7021","Annual value","SLC","40000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1992","1992","7021","Annual value","SLC","40000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1993","1993","7021","Annual value","SLC","41000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","SLC","41000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","SLC","43000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","SLC","43000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","SLC","45000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","SLC","45000","","Official data"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","SLC","45000","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","SLC","44697","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","SLC","45152","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","SLC","43030","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5531","Producer Price (SLC/tonne)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","SLC","146304.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1991","1991","7021","Annual value","USD","1093","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1992","1992","7021","Annual value","USD","1026.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1993","1993","7021","Annual value","USD","1036.2","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","USD","1019.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","USD","1067.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","USD","1028.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","USD","1025.2","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1998","1998","7021","Annual value","USD","959.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1999","1999","7021","Annual value","USD","916.8","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","USD","857.2","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","USD","809.1","*","Unofficial figure"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","USD","743.3","*","Unofficial figure"
